Hotel_Title,Title_URL,Address,Address_URL,City,Review_Text,Price,Rating,Number_of_Reviews
Hotel Seventeen,https://hotels.ng/hotel/44141-hotel-17-kaduna,"Kaduna, Kaduna - 6 Tafawa Balewa Way Lafiya Road",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,Nice stay but the hotel did not have a shoe shiner....,"₦18,313
                                               avg/night
                                           ",6.8 Very Good,From 29 reviews
Epitome Hotels ,https://hotels.ng/hotel/23912-epitome-hotels-suites-kaduna,"Kaduna South, Kaduna - 12/13 Ethiopia Street.",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,"I enjoyed my stay, the environment was cool....","₦9,000
                                               avg/night
                                           ",6.9 Very Good,From 28 reviews
Asaa Pyramid Hotel,https://hotels.ng/hotel/43674-asaa-pyramid-hotel-kaduna,"Kaduna North, Kaduna - 13 Lafia Road, Off Independence Way ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,It was a beautiful experience for me. Every part of the hotel was beautiful and the facili...,"₦22,000
                                               avg/night
                                           ",7.3 Very Good,From 17 reviews
Sonic Immaculate Hotel,https://hotels.ng/hotel/11967-immaculate-hotel-kaduna,"Zaria, Kaduna - 4, Park Road, Sabon-Gari ",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,"My stay was good, I had no challenge....","₦6,500
                                               avg/night
                                           ",6.6 Very Good,From 7 reviews
Elegant Guest Inn,https://hotels.ng/hotel/92434-elegant-guest-inn-kaduna,"Kaduna North, Kaduna - 9 Necco Road Mando ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,I had an okay stay at this hotel and I believe I got value for my money. The room was as i...,"₦2,200
                                               avg/night
                                           ",6.4 Very Good,From 3 reviews
Halal Fountain Hotel,https://hotels.ng/hotel/83519-halal-fountain-hotel-benue,"Kaduna North, Kaduna - 1A Wurno Road Off Rabah Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦7,000
                                               avg/night
                                           ",,From 3 reviews
Zecool Hotels Limited,https://hotels.ng/hotel/88189-zecool-hotels-limited-headquaters-kaduna,"Kaduna South, Kaduna - 3, Zecool Crescent, Barnawa Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,My stay at the hotel was an enjoyable one. The room had been well cleaned prior to my arri...,"₦7,200
                                               avg/night
                                           ",6.7 Very Good,From 6 reviews
Kenfeli International Palm Beach Hotels,https://hotels.ng/hotel/72859-kenfeli-international-palm-beach-hotels-kaduna,"Kaduna North, Kaduna - 11/12, Busa Close, Off Gwari Avenue (Behind Queen Amina College),",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦5,500
                                               avg/night
                                           ",,From 2 reviews
" COMMAND GUEST HOUSE, KADUNA",https://hotels.ng/hotel/1012359-command-guest-house-kaduna-kaduna,"Kaduna, Kaduna - No. 10, Muhammad Buhari Way (Former Waff Road)",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,My stay was wonderful at the hotel. I appreciated the prompt service and the courtesy the ...,"₦12,000
                                               avg/night
                                           ",6.8 Very Good,From 2 reviews
Rex Guest Inn,https://hotels.ng/hotel/999427-rex-guest-inn-kaduna,"Zaria, Kaduna - No. 59, Sokoto Road, Abu Zaria, Zaria, Kaduna State",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,"Nice hotel, everything went well....","₦2,300
                                               avg/night
                                           ",,From 6 reviews
Tomaso King Palace 3,https://hotels.ng/hotel/1008580-tomaso-king-palace-3-kaduna,"Barnawa Kaduna, Kaduna - 59/60 Angola Crescent, Barnawa",https://hotels.ng/hotels-in-kaduna/barnawa-kaduna,Barnawa Kaduna,"I enjoyed myself, my stay was nice....","₦4,150
                                               avg/night
                                           ",6.0 Very Good,From 2 reviews
Zecool Hotels (Annex),https://hotels.ng/hotel/37213-zeecool-hotels-kaduna,"Kaduna South, Kaduna - 1 Algeria Road, Barnawa Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,Very comfortable and convenience...,"₦5,500
                                               avg/night
                                           ",6.3 Very Good,From 4 reviews
"Quarter House Hotels, Kaduna",https://hotels.ng/hotel/1005718-quarter-house-hotels-kaduna,"Kaduna, Kaduna - No.2 Ogabdu Road, Malali, G.R.A, ",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦20,868
                                               avg/night
                                           ",,From 2 reviews
Gombe Jewel Hotel ,https://hotels.ng/hotel/54613-gombe-jewel-hotel-kaduna-kaduna,"Kaduna North, Kaduna - 7, Ex-ministers Quarters, Off Rabah Road, Near NDA,",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦6,845
                                               avg/night
                                           ",,From 4 reviews
New Kaduna Motel,https://hotels.ng/hotel/29626-new-kaduna-motel-kaduna,"Kaduna, Kaduna - 26 Kastina Road",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦2,700
                                               avg/night
                                           ",,
Castle De White House Hotel ,https://hotels.ng/hotel/1392466-castle-de-white-house-hotel,"Kaduna, Kaduna - No 9 Kwato Road Off Ibrahim Zaki Road Unguwar Rimi GRA",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦39,780
                                               avg/night
                                           ",,
Kingjones Guest Inn ,https://hotels.ng/hotel/28355-kingjons-palace-hotel-kaduna,"Barnawa, Kaduna - Wahibe Close, Off Yusuf Iliya Street, Barnawa GRA",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦2,500
                                               avg/night
                                           ",,
Ocheja Hotel,https://hotels.ng/hotel/38819-ocheja-hotel-kaduna,"Kaduna South, Kaduna - 1 Busa Street Opposite Poly Quarters Television, Ungwo Yelwa ",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦1,800
                                               avg/night
                                           ",,
Bafra International Hotels,https://hotels.ng/hotel/96355-bafra-suites-kaduna,"Kaduna North, Kaduna - 11B Yakubu Avenue Off Akali Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,"I like the ambiance of the hotel, the room was well arranged with nice furniture. Their se...","₦20,500
                                               avg/night
                                           ",7.5 Very Good,From 8 reviews
Emerald Suites,https://hotels.ng/hotel/1006301-emerald-hotel-kaduna,"Zaria, Kaduna - 1. Emerald Close Off Western Way G.R.A.",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,"Good staff, very neat hotel. Everything is almost excellent except for Cable TV, the room ...","₦35,100
                                               avg/night
                                           ",,From 3 reviews
Ovation Executive Hotel,https://hotels.ng/hotel/92616-ovation-executive-hotel-kaduna,"Kaduna South, Kaduna - No 25 Gongola Road Off Challawa Crescent Barnawa",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,I totally enjoyed my stay at the hotel. I was well received. The room was clean and cozy. ...,"₦3,000
                                               avg/night
                                           ",7.6 Very Good,From 2 reviews
TeeJay Palace Hotel,https://hotels.ng/hotel/99967-tee-jay-palace-hotel-kaduna,"Zaria, Kaduna - 6, Western Way Close, GRA",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,"My stay was good, I will give them a 4 Star rating....","₦6,450
                                               avg/night
                                           ",7.1 Very Good,From 6 reviews
Tomaso King Palace Guest House,https://hotels.ng/hotel/64158-tomasso-king-palace-kaduna,"Barnawa, Kaduna - 55 Bourmedine Road , Narayi High Cost",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦4,000
                                               avg/night
                                           ",,From 2 reviews
Emerald Suites,https://hotels.ng/hotel/28897-emerald-suites-kaduna,"Kaduna North, Kaduna - 8 Gwani Murktar Road, Off Gwanju Rabah Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,The hotel was okay but the challenge was that they have no gym. ...,"₦15,600
                                               avg/night
                                           ",7.6 Very Good,From 8 reviews
BBS Diamond Suites (Annex),https://hotels.ng/hotel/55565-bbs-diamond-suites-kaduna,"Kaduna South, Kaduna - 11/13 Lesotho Road Barnawa Phase 1 ",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦4,700
                                               avg/night
                                           ",6.0 Very Good,From 1 review
De-Nevilla Hotels Ltd,https://hotels.ng/hotel/75677-de-nevilla-hotels-ltd-kaduna,"Kaduna North, Kaduna - 3/4 Kigo Road New Extentio",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,My stay was very okay...,,6.9 Very Good,From 9 reviews
NUT Endwell Conference Hotel Limited,https://hotels.ng/hotel/34373-endwell-conference-hotel-limited-kaduna,"Kaduna, Kaduna -  Plot B11-15 Mogadishu City Centre ",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦6,565
                                               avg/night
                                           ",,
Philmore Guest House,https://hotels.ng/hotel/97383-philmore-guest-house-kaduna,"Kaduna South, Kaduna - No 11 Algeria Road Complex",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦3,000
                                               avg/night
                                           ",,
Orange Groove Hotel Limited,https://hotels.ng/hotel/57496-orange-groove-hotel-limited-kaduna,"Kaduna North, Kaduna - 8 Lake Chad Crescent Off PTF Road Behind Mabdo Park",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,,,
Top Galaxy Hotels,https://hotels.ng/hotel/1007201-top-galaxy-hotels-kaduna,"Kaduna, Kaduna - No. 6, Amaechi Area, Behind Sabon Tasha Police Station",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦15,300
                                               avg/night
                                           ",,From 1 review
Naf Club,https://hotels.ng/hotel/52934-naf-club-kaduna,"Kaduna, Kaduna - 16 Rabah Road, Kaduna G.R.A P.O.Box 756, Kaduna NG Nigeria.",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,My stay at the hotel was just fair. Nothing extra ordinary. There was power supply to a la...,"₦19,325
                                               avg/night
                                           ",,From 5 reviews
Twenty Hotel,https://hotels.ng/hotel/1392540-twenty-hotel,"Kaduna, Kaduna - No. 20 Sultan Close, Off Sultan Road, Ungwar Rimi",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦17,000
                                               avg/night
                                           ",7.6 Very Good,From 1 review
Hamdala Hotel,https://hotels.ng/hotel/44468-hamdala-hotel-kaduna,"Kaduna North, Kaduna - 26 Muhammadu Buhari Way",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,I did not really enjoy my stay at the hotel. The services rendered were quite fair. At lea...,,,From 9 reviews
Saminaka Holiday Resort,https://hotels.ng/hotel/998285-saminaka-holiday-resort-kaduna,"Saminaka, Kaduna - Along Zaria Road, Saminaka, Lere, Kaduna,",https://hotels.ng/hotels-in-kaduna/saminaka,Saminaka,,"₦11,000
                                               avg/night
                                           ",,From 5 reviews
Chimcherry Hotel,https://hotels.ng/hotel/51482-chimcherry-hotel-kaduna,"Sabon Gari, Kaduna - No 21 Aliyu Maliama Barnawa",https://hotels.ng/hotels-in-kaduna/sabon-gari,Sabon Gari,,"₦9,000
                                               avg/night
                                           ",6.8 Very Good,From 3 reviews
Peace Guest House ,https://hotels.ng/hotel/52147-peace-guest-house-kaduna,"Malali, Kaduna - 1AB Ogbadu Road Off Rabah Road ",https://hotels.ng/hotels-in-kaduna/malali,Malali,,"₦8,100
                                               avg/night
                                           ",,From 2 reviews
Joint One Hotel,https://hotels.ng/hotel/12286-joint-one-hotel-kaduna,"Kaduna, Kaduna - Off Chukun Road, Sabon Tasha ",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦4,000
                                               avg/night
                                           ",,From 1 review
Crystal Garden Hotel,https://hotels.ng/hotel/62279-crystal-garden-hotel-kaduna,"Kaduna North, Kaduna - 103 Isa Kaita Road, P. O. Box 7048, Unguwar Rimi",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,My stay was okay at the hotel. The environment was cool and serene. My room was quite clea...,"₦13,500
                                               avg/night
                                           ",7.4 Very Good,From 4 reviews
New Heaven International Hotel,https://hotels.ng/hotel/33476-new-heaven-international-hotel-kaduna,"Kaduna, Kaduna - 32 Ma'aji Street Ungwa Yelwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦2,000
                                               avg/night
                                           ",,
Access International Hotel,https://hotels.ng/hotel/27681-access-international-hotel-kaduna,"Kaduna South, Kaduna - Plot 3/4 Negil Close, Off Constitution Road",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,"The hotel is very clean and central, we had no issue at all finding it, it's a perfect pla...","₦10,500
                                               avg/night
                                           ",6.2 Very Good,From 3 reviews
Zaria Hotel,https://hotels.ng/hotel/47728-zaria-hotel-kaduna,"Zaria, Kaduna - Old Jod Road,",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,7.2 Very Good,From 1 review
Shagalinku Guest Inn,https://hotels.ng/hotel/44459-shagalinku-guest-inn-kaduna,"Zaria, Kaduna - 2 Tukur-tukur By Barewa Junction ",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦9,000
                                               avg/night
                                           ",,
Mozen Garden Hotels,https://hotels.ng/hotel/87127-mozen-garden-hotels-kaduna,"Kaduna, Kaduna - 7 Chanchai Road Angwanboro Kaduna South Opposite Refinery Quarters First Gate",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦2,500
                                               avg/night
                                           ",,
Crocodile Hotel,https://hotels.ng/hotel/52391-crocodile-hotel-kaduna,"Kaduna North, Kaduna - 7B Kanta Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,I received splendid service at this hotel. The room was up to my expectation and the staff...,"₦50,000
                                               avg/night
                                           ",6.8 Very Good,From 7 reviews
Regview Restland Ltd,https://hotels.ng/hotel/1012971-regview-restland-ltd-kaduna,"Kaduna, Kaduna - No. 4 Kachia Road By Command Bus Stop",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦10,530
                                               avg/night
                                           ",,
De-Eminent Hotel,https://hotels.ng/hotel/65269-de-eminent-hotel-kaduna,"Kaduna South, Kaduna - Plot 30/32 Soba Road High Cost Barnawa.",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦4,200
                                               avg/night
                                           ",,
Kenbus Hotel,https://hotels.ng/hotel/24917-kenbus-hotel-kaduna,"Kaduna North, Kaduna - 3 National Eye Center Road New Afaka GRA, Mando ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦2,500
                                               avg/night
                                           ",,
Wusili Tourist Hotels Limited,https://hotels.ng/hotel/68126-wusili-tourist-hotels-limited-kaduna,"Kaduna, Kaduna - 4 Ziiti Wilson College Road Sabon Tasha ",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦5,000
                                               avg/night
                                           ",,
Joclarif Hotel And Suites,https://hotels.ng/hotel/1397775-joclarif-hotel-and-suites,", Kaduna - Yankarfe Graceland, Zaria",https://hotels.ng/hotels-in-kaduna/,,,"₦6,500
                                               avg/night
                                           ",,
Deluxe Suites,https://hotels.ng/hotel/58813-deluxe-suites-kaduna,"Kaduna, Kaduna - 3 Ali Akilu Road",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,7.5 Very Good,From 6 reviews
Perfect Delight Hotel,https://hotels.ng/hotel/32753-perfect-delight-hotel-kaduna,"Kaduna, Kaduna - Mandela Avenue, Off Feroro Road After Valid Oil Petrol Station Ungwan Boro, Sabon Tasha ",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦4,800
                                               avg/night
                                           ",,
Royal Tropicana Suites,https://hotels.ng/hotel/11993-royal-tropicana-suites-kaduna,"Kaduna North, Kaduna - No. 72 A&B Isa Kaita Road, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,"The services  rendered at the hotel were impeccable, I loved the staff. Although I had som...","₦10,000
                                               avg/night
                                           ",7.0 Very Good,From 4 reviews
Christolight Guest Inn,https://hotels.ng/hotel/98163-christolight-guest-inn-kaduna,"Zaria, Kaduna - 27 Warri Street Sabon-Gari",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦1,000
                                               avg/night
                                           ",,From 1 review
Tavern Hotel,https://hotels.ng/hotel/1008502-tavern-hotel-kaduna,"Kaduna, Kaduna - Plot 30, Governors Road, Gwamna Road, Abakpa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦6,435
                                               avg/night
                                           ",,
ABU Hotels,https://hotels.ng/hotel/1391727-abu-hotels,"Zaria, Kaduna - Old Jos Road Kongo, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦11,700
                                               avg/night
                                           ",,
Exquisite Gold Hotels,https://hotels.ng/hotel/38281-exquisite-gold-hotels-kaduna,"Kaduna South, Kaduna - 18 Gaza Street Anywanboro Sabon Tasha ",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦1,500
                                               avg/night
                                           ",,
Green Suites Villa ,https://hotels.ng/hotel/61767-greensuitesvilla-kaduna,"Barnawa, Kaduna - Plot 579 Tanzania Crescent Off Barnawa High Cost Road",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,"I had fun at the hotel, my room was kept for me, I had no issues checking in. There was co...",,6.0 Very Good,From 2 reviews
Gamji Hotel ,https://hotels.ng/hotel/36723-gamji-hotel-and-suites-kaduna,"Barnawa, Kaduna - No 8, Karuru Road Banjarawa Off Nas Club Hotel",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦10,700
                                               avg/night
                                           ",,From 3 reviews
Fajumali Guest House,https://hotels.ng/hotel/85293-fajumali-guest-house-kaduna,"Kaduna North, Kaduna - 11 Mayara Road Barnawa High Cost ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦5,000
                                               avg/night
                                           ",,
Marskhala Hotel,https://hotels.ng/hotel/98286-marskhala-hotel-kaduna,"Kaduna, Kaduna - 13/14 Nnamdi Azikiwe Express Way, Kurmin Mashi",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦7,020
                                               avg/night
                                           ",,
DE-Jays Guest House,https://hotels.ng/hotel/72187-de-jays-guest-house-kaduna,"Kaduna, Kaduna - 5 Jaba Street Ungwabo Sabon-Tasha",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦3,000
                                               avg/night
                                           ",,
Silversand Hotel ,https://hotels.ng/hotel/85725-silversand-hotel-hospitality-limited-kaduna,"Ungwar Sarki, Kaduna - 19,Katuru Road,Off Isa Kaita Road.Ungwar Sarki.",https://hotels.ng/hotels-in-kaduna/ungwar-sarki,Ungwar Sarki,"The food at the hotel was very nice and affordable, the restaurant was nice and the table ...","₦13,680
                                               avg/night
                                           ",,From 2 reviews
Palm View Hotel Nigeria Limited ,https://hotels.ng/hotel/79699-palm-view-hotel-nigeria-limited-kaduna,"Kaduna North, Kaduna - No 12 Nagogo Road Off Rabah Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦9,200
                                               avg/night
                                           ",,
Moi Hotels,https://hotels.ng/hotel/34339-moi-hotels-kaduna,"Barnawa, Kaduna - 1 Aliyu Makama Close ",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦9,700
                                               avg/night
                                           ",,
Erisort Hotel ,https://hotels.ng/hotel/82491-erisort-hotel-abuja,"Kaduna , Kaduna - D.D.4, Abubakar Kigo Road, New Extension, Behind GGSS Doka.",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna ,,"₦5,000
                                               avg/night
                                           ",,
Sweet Guest Inn ,https://hotels.ng/hotel/29242-sweet-guest-inn-hotels-limited-kaduna,"Zaria, Kaduna - Hanwa New Extension GRA",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦3,200
                                               avg/night
                                           ",,
Naerls Suites And Conference Centre,https://hotels.ng/hotel/88663-naerls-suites-and-conference-centre-kaduna,"Zaria, Kaduna - ABU Samarii",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦10,350
                                               avg/night
                                           ",,From 3 reviews
FINA WHITE HOTEL,https://hotels.ng/hotel/998125-fina-white-hotel-kaduna,"Kaduna, Kaduna -  20, Bonny Road, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦6,000
                                               avg/night
                                           ",,
Space 2020 Hotel,https://hotels.ng/hotel/88268-space-2020-hotel-kaduna,"Barnawa, Kaduna - 3 Aliyu Makama Road",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦4,000
                                               avg/night
                                           ",,From 3 reviews
Aso Motel,https://hotels.ng/hotel/37455-aso-motels-kaduna,"Sabon Gari, Kaduna - 14 Muhammadu Buhari Way",https://hotels.ng/hotels-in-kaduna/sabon-gari,Sabon Gari,,"₦10,800
                                               avg/night
                                           ",,
Tomaso Kings Palace 2,https://hotels.ng/hotel/1008572-tomaso-kings-palace-2-kaduna,"Kaduna, Kaduna - NK 12 Arochukwu Road, Off Constitution Road, By National Stadium",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦5,850
                                               avg/night
                                           ",,
 Martaba Millennium Hotel Ltd,https://hotels.ng/hotel/99794-carlton-millenium-resort-hotels-kaduna,"Zaria, Kaduna - No. 1 Yahaya Imam By Rabah Road, GRA, Malali, Kaduna, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦12,000
                                               avg/night
                                           ",7.6 Very Good,From 1 review
New World Hotel,https://hotels.ng/hotel/1000082-new-world-hotel-kaduna,"Kafanchan, Kaduna - No. 8, Kagoro Road, Kafanchan, Kachia",https://hotels.ng/hotels-in-kaduna/kafanchan,Kafanchan,,"₦5,100
                                               avg/night
                                           ",,
Rila Mu'am Castle Hotel,https://hotels.ng/hotel/1009502-rila-muam-castle-hotel-kaduna,"Kaduna, Kaduna - Plot 2, Somalia Road, Barnawa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦6,000
                                               avg/night
                                           ",,
Kaduna Guest House Limited,https://hotels.ng/hotel/15821-kaduna-guest-house-limited-kaduna,"Kaduna North, Kaduna - AX 4, Zaria Road P.O Box 5287 Kawo",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦4,000
                                               avg/night
                                           ",,
Water Suites And Conference Center,https://hotels.ng/hotel/1008473-water-suites-and-conference-center-kaduna,"Kaduna, Kaduna - Mando Road After NNPC Mega Station",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦7,475
                                               avg/night
                                           ",,
Kimbo Hotels,https://hotels.ng/hotel/86263-kimbo-hotels-kaduna,"Kaduna North, Kaduna - NN25 Constitution Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦5,000
                                               avg/night
                                           ",,
Zakariya Prestigious Hotel,https://hotels.ng/hotel/1009501-zakariya-prestigious-hotel-kaduna,"Kaduna, Kaduna - 2/4 Nnamdi Azikwe Express By-Pass",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦7,600
                                               avg/night
                                           ",,
Man Jawoo Guest House,https://hotels.ng/hotel/31289-man-jawoo-guest-house-kaduna,"Kaduna North, Kaduna - No 6 Nuhu Aliyu Road Barnawa GRA",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦2,000
                                               avg/night
                                           ",,
Kabir Gymnasium ,https://hotels.ng/hotel/98733-kabir-gymnasium-conference-hal-accommodation-restaurant-catering-servicel-kaduna,"Kaduna, Kaduna - 12 Abdulrahman Okene Road, Opposite ASSA Pyramid Hotel",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,I made use of the hotel while on a personal trip to Kaduna. I have been to Kaduna in the p...,"₦7,000
                                               avg/night
                                           ",,From 1 review
MUSSAFIR HOTEL,https://hotels.ng/hotel/998164-mussafir-hotel-kaduna,"Kaduna, Kaduna - 15, Constitution Road, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦3,600
                                               avg/night
                                           ",,
Better Life Hotel,https://hotels.ng/hotel/51216-better-life-hotel-kaduna,"Kaduna, Kaduna - Refinery Junctio",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦1,500
                                               avg/night
                                           ",,
Prestige Hotel Limited,https://hotels.ng/hotel/85475-prestige-hotel-limited-kaduna,"Kaduna South, Kaduna - 7 Phase 1 Somaila Crescent, Beside Barnawa Police Statio",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦6,500
                                               avg/night
                                           ",6.2 Very Good,From 1 review
Maharaja Hotel,https://hotels.ng/hotel/25937-maharaja-hotel-kaduna,"Zaria, Kaduna - 1, Independence Way, Kaduna Nigeria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,The hotel is a good place to be because I enjoyed my stay. The facilities and services at ...,"₦9,600
                                               avg/night
                                           ",,From 1 review
Davina Suite,https://hotels.ng/hotel/72965-davina-suite-kaduna,"Kaduna South, Kaduna - IB Alkali Street By Kachia Road Mahuta Kaduna South",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦4,000
                                               avg/night
                                           ",,
Valley Guest Inn,https://hotels.ng/hotel/87163-valley-guest-inn-kaduna,"Zaria, Kaduna - Ueeasiegbu Close Hanwa New Extention GRA Rn ",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦3,500
                                               avg/night
                                           ",,
Jim Harrison Hotels Limited,https://hotels.ng/hotel/1000023-jim-harrison-hotels-limited-kaduna,"Zaria, Kaduna -  Along Kaduna- Kano By-Pass",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦5,500
                                               avg/night
                                           ",6.0 Very Good,From 1 review
Fairview Guest Inn,https://hotels.ng/hotel/68719-fairview-guest-inn-kaduna,"Zaria, Kaduna - No 2C Queen Elizabeth Road G.R.A ",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,"₦6,500
                                               avg/night
                                           ",,
Sanab Luxury Inn,https://hotels.ng/hotel/33882-sanab-luxury-inn-kaduna,"Kaduna North, Kaduna - 14 Lamido Road, GRA, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦17,082
                                               avg/night
                                           ",,From 2 reviews
BBS DIAMOND SUITES,https://hotels.ng/hotel/994988-bbs-diamond-suites-kaduna,"Barnawa, Kaduna - 2 Tanko Tete Crescent, Off Gwari Avenue",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦6,900
                                               avg/night
                                           ",,
69 Lounge,https://hotels.ng/hotel/18154-69-lounge-abuja,"Barnawa, Kaduna - Plot 1, Yusuf Mohammed Road, High Court",https://hotels.ng/hotels-in-kaduna/barnawa,Barnawa,,"₦3,000
                                               avg/night
                                           ",,
Dankatchan Guest Palace,https://hotels.ng/hotel/55638-dankatchan-guest-palace-kaduna,"Kaduna, Kaduna - Force Crescent Marafa Estate",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦5,750
                                               avg/night
                                           ",,
Normal Hotel Suites,https://hotels.ng/hotel/64998-normal-hotel-suites-kaduna,"Kaduna South, Kaduna - B3 Abubakar Kigo Road New Extension",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,,"₦4,000
                                               avg/night
                                           ",,
Toptel  Hotel,https://hotels.ng/hotel/84163-toptel-hotel-kaduna,"Kaduna North, Kaduna - AG 20 Kigo Road By Sea Brezze ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,,"₦3,000
                                               avg/night
                                           ",,From 1 review
NTI Conference Centre,https://hotels.ng/hotel/73783-nti-conference-centre-kaduna,"Kaduna, Kaduna -  KM 5, Kaduna Zaria Road, Kaduna North",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,"₦7,000
                                               avg/night
                                           ",,
